company name,company address,company url,specialization,nature of work,country,city
Little Heritage House,"23, Jalan 17/56, Seksyen 17, 46400 Petaling Jaya, Selangor",,Computer System,subprof,Malaysia,Kuala Lumpur
Ixom Operations Pty Ltd,"Fletcher Avenue, Kawerau, Bay of Plenty",http://www.ixom.com,Chemical & Materials,"general,subprof",New Zealand,Kawerau
RUSH Digital,"238 Khyber Pass Rd, Grafton",https://rush.co.nz,Software,subprof,New Zealand,Auckland
"Shanghai Construction No.5 (Group) CO.,Ltd. (Southern China Branch)","Room 2001-2003, No.13 HuaMing Road, Tianhe district, Guangzhou, Guangdong province, China",http://www.scgwj.com,Civil,subprof,China,Guangzhou
Hammertech builders,"3 Hazelnut Ave, Prebbleton",http://www.hammertech.co.nz/,Civil,general,New Zealand,Christchurch
Empathic Computing Laboratory/ ABI,"70 Symonds Street, Grafton, Auckland",http://empathiccomputing.org/our-team/,Biomedical,subprof,New Zealand,Auckland
Indelible Homes,"22 Ballyholey Dr, Flat Bush, Auckland",http://www.indeliblehomes.co.nz/Home/Contact,Civil,general,New Zealand,Auckland
dempsey wood,"5 maurice rd, penrose",https://www.dempseywood.co.nz/,Mechanical,general,New Zealand,auckland
Axis Services Group,"20d Sylvia Park Road, Mount Wellington, Auckland",https://www.axisplumbing.com.au/contact/,Mechatronics,general,New Zealand,Auckland
Lattey - Civil and Precast,"1018 Manchester Street

Woolwich, Hastings 4120",https://www.latteygroup.co.nz/,Civil,general,New Zealand,Hastings
TCI New Zealand 1995 Ltd,48 Honan Place,http://www.tcinz.co.nz/,Mechanical,general,New Zealand,Auckland
Mainfreight Transport - Auckland,"2 Railway Ln, Otahuhu, Auckland 1061",,Computer System,general,New Zealand,Auckland
Genesis Energy,"The Energy Energy Building,602 Great South Road,Ground Floor,PO Box 17-188,Greenlane,Auckland,New Zealand",http://www.genesisenergy.co.nz,"Civil,Software,Computer System,Electrical & Electronic","general,subprof",New Zealand,Auckland
Search Consulting Ltd,"41 Sylvan Park Ave, Milford, Auckland, NZ",,Civil,subprof,New Zealand,Auckland
Dempsy Wood Civil Ltd.,"5 Maurice Rd, Penrose, Auckland 1061

(work site location : Sunnyheights Road, Orewa 0931)",https://www.dempseywood.co.nz,Civil,general,New Zealand,Auckland
"Starlinks Web design Auckland, logo design, SEO Services NZ","2A Braund Place, Glenfield, Auckland, 0629",https://www.starlinks.nz/,Computer System,general,New Zealand,Auckland
Jamestrong Packaging,"4182999
Tomoana
Hastings
4172",https://jamestrong.com/,Electrical & Electronic,subprof,New Zealand,Hastings
Probity,"48-52 Wyndham Street
Auckland 1010
New Zealand",http://probity.co.nz,Mechatronics,subprof,New Zealand,Auckland
Shanghai Jiao Tong University,"800 Dongchuan Road, Minhang District",http://en.sjtu.edu.cn,Biomedical,"general,subprof",China,Shanghai
Gribbles Veterinary Auckland,"37-41 Carbine Rd, Mount Wellington, Auckland 1060",https://www.gribblesvets.co.nz/,Biomedical,general,New Zealand,Auckland
BG Civil Ltd,"260 Panama Rd, Mt Wellington",https://www.bgcontracting.co.nz/,Mechatronics,general,New Zealand,Auckland
Citic Heavy Industries Co.Ltd,"206 Jianshe road, Jianxi, Luoyang, Henan province, China",http://www.citichma.com,Electrical & Electronic,subprof,China,Luoyang
Shell Taranaki Limited,167 Devon Street West,http://www.stos.co.nz/,"Electrical & Electronic,Mechanical,Mechatronics","general,subprof",New Zealand,New Plymouth
Ixom,Fletcher Avenue,http://www.ixom.com,Chemical & Materials,"general,subprof",New Zealand,Kawerau
Brothers Beer,"5 Akiraho street, Mt Eden",https://brothersbeer.co.nz,Chemical & Materials,"general,subprof",New Zealand,Auckland
Price Waterhouse Coopers,"10 Waterloo Quay,
Pipitea",https://www.pwc.co.nz/,Engineering Science,subprof,New Zealand,Wellington
WSP Opus International Consultants Limited,"13 Louvain Street, CBD, Whakatane",,"Civil,Civil","general,subprof",New Zealand,Whakatane
RDX Technologies,"13 Ride way
Rosedale
Auckland 0632",,Mechanical,subprof,New Zealand,Auckland city
Helios Power Solution,"3 Heremai Rd, Henderson, Auckland, 0612",https://www.heliosps.co.nz,Electrical & Electronic,subprof,New Zealand,Auckland
Univision Engineering Limited,"Unit 201A, 2/F., 
Sunbeam Centre,
27 Shing Yip Street,
Kwun Tong, 
Kowloon",http://www.uvel.com/,Electrical & Electronic,"general,subprof",China,Hong Kong
"DTA, NZDF","Jim Titchener Parade, Stanley Point, Auckland 0624, New Zealand",http://www.dta.mil.nz/,Mechanical,subprof,New Zealand,Auckland
Dynamic Controls,"39 Princess Street, Riccarton Christchurch 8041",https://dynamiccontrols.com/,Mechatronics,subprof,New Zealand,Christchurch
Thermosash Commercial Ltd.,"31 View Rd, Wairau valley",http://www.thermosash.co.nz/,Civil,"general,subprof",New Zealand,Auckland
IBM NZ,"Wynyard Quarter
Level 4 30 Gaunt Street",https://www.ibm.com/nz-en/?lnk=m,"Computer System,Engineering Science",subprof,New Zealand,Auckland
Fonterra Co-operative Group Ltd,109 Fanshawe Street,http://www.fonterra.com,Chemical & Materials,subprof,New Zealand,Auckland
Mannco Consulting Engineers,"34A Harley Cl, Takapuna, Auckland",https://mannco-consulting-engineers.business.site/,Civil,general,New Zealand,Auckland
Showerwell Showers & Wardrobes,"21 Neilpark Dr, 
East Tamaki, 
Auckland 2013",https://showerwell.co.nz/,Mechanical,general,New Zealand,Auckland
3 EYES construction & management,"Unit 9, 25 Airbourne RD Rosedale, Auckland",https://www.3eyes.nz/,"Civil,Engineering Science",general,New Zealand,Auckland
AvatarMind Robot Technology Co. Ltd.,"Floor 5, Cloud Security City Area B, 19 NingShuang Road, Yuhuatai District",https://www.ipalrobot.com/,Mechatronics,subprof,China,Nanjing
AECOM Ltd.,"3 Market Lane
Te Aro
Wellington 6011",https://www.aecom.com/,Civil,"general,subprof",New Zealand,Wellington
Weldzone Engineering,"207 Archers Rd, Glenfield, North Shore City 0629",,Mechanical,general,New Zealand,Auckland
Fisher & Paykel Healthcare,"15 Maurice Paykel Place, East Tamaki, Auckland 2013",http://www.fphcare.com,"Mechatronics,Mechanical,Electrical & Electronic,Engineering Science,Chemical & Materials,Biomedical,Computer System,Software,Civil","general,subprof",New Zealand,Auckland
Proto Electronics,"683 Whangaparaoa Road,
Stanmore Bay,
Whangaparaoa 0932",https://proto.co.nz,Computer System,"general,subprof",New Zealand,Auckland
The University of Auckland - Faculty of Civil Engineering,"20 Symonds Street, Auckland, 1010",https://www.auckland.ac.nz/en/engineering.html,Civil,subprof,New Zealand,Auckland
Bricks 4 Kidz,"APEC Properties
17 Corinthian Drive
Albany",https://www.bricks4kidz.co.nz/,Mechatronics,general,New Zealand,Auckland
Glownet,"Calle de Ãlcala, 
4 - 6 Izq. Madrid, 
28014, 
Spain",https://glownet.com/,Computer System,"general,subprof",Spain,Madrid
Meedania Engineering consultancy,"P.O.Box:122 Firq, Nizwa P.C 611",http://meedania.com,Civil,subprof,Oman,Nizwa
Downer Group - infrastructure projects,"60 Stanley St, Parnell",https://www.downergroup.com,Civil,subprof,New Zealand,Auckland
WSP-Opus,"15 Putney Way, Manukau, Auckland 2104",https://www.wsp-opus.co.nz,"Engineering Science,Civil","general,subprof",New Zealand,Auckland
CTI Group Limited,"Room 1, 12/F, Winning Center, 29 Tai Yau Street, San Po Kong,

Kowloon, Hong Kong",http://www.ctigroup.hk/,Mechanical,"general,subprof",China,Hong Kong
VIP Steel Packaging (NZ) Limited,469 Rosebank Rd,https://www.vippackinging.com.au,Mechanical,subprof,New Zeland,Auckland
EcoCentral (EcoSort),"21 Parkhouse Road, Wigram, Christchurch, 8042",http://www.ecocentral.co.nz/services/ecosort,Mechanical,general,New Zealand,Christchurch
Like it kitchen,7D Kapuni Grove Porirua,http://www.likeitkitchens.co.nz,Civil,general,New Zealand,Wellington
PETRONAS GROUP TECHNICAL SOLUTIONS,"Menara Dayabumi, Jalan Sultan Hishamuddin, 50050 Kuala Lumpur, Malaysia.",,Electrical & Electronic,general,Malaysia,Kuala Lumpur
Kelway electrical ltd,"2/49 rawhiti rd, Onehunga",,Electrical & Electronic,general,New Zealand,auckland
CF KING CONTRACTING,"20B Corinthian Drive
Albany
Auckland 0632  â€‹â€‹",https://www.cfkingcontracting.co.nz/,Chemical & Materials,subprof,New Zealand,Auckland
North West Orienteering Club,"42 Totara Road
Te Atatu Peninsula
Auckland",,Civil,general,New Zealand,Auckland
Kennedy Technologies,"51a Hastie Ave
Mangere Bridge 2022",,Mechanical,"general,subprof",New Zealand,Auckland
Cross Era,"241A Lake Road, Belmont, Auckland",,Software,"general,subprof",New Zealand,Auckland
Worley Parsons,"25 Gill Street
New Plymouth 
4310",https://www.worleyparsons.com,Chemical & Materials,subprof,New Zealand,New Plymouth
8i,"74 Cambridge Terrace, Te Aro",,Engineering Science,"general,subprof",New Zealand,Wellington
Pacific Coilcoaters,"968 Great South Road, Penrose",https://www.colorcote.co.nz/,Engineering Science,general,New Zealand,Auckland
Hynds Pipes system Limited,"25 Arwen Place, East Tamaki",https://www.hynds.co.nz/,"Civil,Civil","general,subprof",New Zealand,Auckland
Vector,"101 Garlton Gore Rd,Newmarket,Auckland",http://www.vector.co.nz/,"General,Electrical & Electornic,Mechnical,Electrical & Electronic,Mechanical,Civil,Engineering Science","general,subprof",New Zealand,Auckland
RILEY,"4 Fred Thomas Drive Takapuna
Auckland
New Zealand",http://www.riley.co.nz/,Civil,subprof,New Zealand,Auckland
LM Structural Ltd,"32B Howe St
Howick",http://www.lmstructural.com,Civil,subprof,New Zealand,Auckland
Trade Me,"66 Sale St,
Auckland,
1010",https://trademe.nz,Computer System,subprof,New Zealand,Auckland
Crang Consulting Limited,"4/517 Mount Wellington Hwy, Mount Wellington, Auckland 1060",https://crangcivil.co.nz/,Civil,subprof,New Zealand,Auckland
eCubed Building Workshop,"26 Fleet St, Eden Terrace",http://www.e3bw.co.nz/,Mechanical,subprof,New Zealand,Auckland
Retail Links,"Annesbrook, Nelson 7011",http://retaillinks.co.nz/,Mechanical,"general,subprof",New Zealand,Nelson
"University of Auckland, Department of Electrical and Computer Engineering","314-390 Khyber Pass Road, Newmarket, Auckland 1149",https://www.auckland.ac.nz/en/engineering/about-the-faculty/electrical-and-computer-engineering.html,Electrical & Electronic,subprof,New Zealand,Auckland
Nintex Promapp,"16 Normanby Road,
Mount Eden,
Auckland,
1024",https://www.promapp.com,"Software,Mechatronics","general,subprof",New Zealand,Auckland
Sapura Fabrication Sdn Bhd,"Plot D1, Lumut Port Industrial Park, Kampung Acheh, Mukim Lumut, Daerah Manjung, 32000 Sitiawan, Perak, Malaysia",http://www.sapuraenergy.com,Mechanical,"general,subprof",Malaysia,Lumut
Sian Jaquet Foundations Ltd.,"Level 1, Stanbeth House, 23 Customs St, East Auckland 1010.",https://www.sianjaquet.com/,Computer System,general,New Zealand,Auckland
central innovation,"Level 3, Air New Zealand Building
74 Taharoto Rd
Takapuna, 0622",https://centralinnovation.com/,Mechanical,subprof,New Zealand,Auckland
S&O Electronics (M) Sdn Bhd,"Lot 202, Bakar Arang Industrial Estate, Kedah, 08000 Sungai Petani",,Electrical & Electronic,"general,subprof",Malaysia,Sungai Petani
LazyAz,7a/17 Albert Street,http://www.lazyaz.co.nz,Mechatronics,subprof,New Zealand,Auckland
Titanium Solutions Ltd.,4 Tarndale Grove,,Engineering Science,"general,subprof",New Zealand,Auckland
Daleel Petroleum Company,"Muscat
P.O.Box 543,
PC 112, Ruwi,",https://www.daleelpetroleum.com/Index.aspx,Mechatronics,subprof,Oman,Muscat
B Duncan LTD,"18 Moselle Ave, Henderson, Auckland 0610",http://www.bduncanltd.com/,Electrical & Electronic,"general,subprof",New Zealand,Auckland
Livefirm Construction (N.I.) Ltd,"Unit 1
39 Lady Ruby Drive,
East Tamaki,
Auckland 2013",,Civil,"general,subprof",New Zealand,Auckland
MiTek,"40 Neales Road
East Tamaki 2013
PO Box 58 014
Botany 2163
New Zealand",http://www.mii.com/newzealand/,"General,Engineering Science,Mechatronics,Civil","general,subprof",New Zealand,East Tamaki
"Tianjin Dingzheng Technology Development Co., Ltd","Opposite of No.3 building, Caicheng Apartment, Jinbei Road, Dongli district, Tianjin, China",,Electrical & Electronic,subprof,China,Tianjin
Housing New Zealand,"15 Oysterley Way, Manukau",https://www.hnzc.co.nz/,Engineering Science,"general,subprof",New Zealand,Auckland
Hynds Pipe Systems,"33 Kerwyn Avenue, East Tamaki",https://www.hynds.co.nz/,Civil,general,New Zealand,Auckland
New Zealand Labour Hire,238 Thorndon Quay,http://www.nzlabourhire.co.nz/,"General,Civil,Chemical & Materials",general,New Zealand,Wellington
Metlifecare Limited,"Level 4, 20 Kent Street, Newmarket",https://www.metlifecare.co.nz/,Computer System,"general,subprof",New Zealand,Auckland
Bunnings Warehouse,"2/12 Titirangi Rd, New Lynn, Auckland 0600",https://www.bunnings.co.nz,"Mechatronics,Computer System,Civil",general,New Zealand,Auckland
IoT Ventures Ltd.,"3 Eglinton Avenue, Mt. Eden, 1024.",http://www.iotventures.net,"Electrical & Electronic,Electrical & Electronic",general,New Zealand,Auckland
E-Merge Data Solutions,27B Cain Rd Penrose Auckland 1061,http://www.e-mergedata.com/,Computer System,"general,subprof",New Zealand,Auckland
Claymark Limited,"55 The Concourse,
Henderson
Auckland 0610
New Zealand",https://www.claymark.co.nz/,Mechanical,general,New Zealand,Auckland
Spectrum laboratory,"1/25 Highbrook Dr, East Tamaki, Auckland 2013",http://www.spectrumlab.co.nz,Mechatronics,general,New Zealand,auckland
Two Coat Plasterers Ltd.,"145 Richardson Rd, Mount Albert, Auckland 1025",,"General,Civil",general,New Zealand,Auckland
CNC Machining Co Ltd,"23b Andromeda Crescent, East Tamaki, Auckland 2013",http://www.cnc.co.nz/,Mechatronics,general,New Zealand,Auckland
John Fillmore Contractors,"5 Kirkbride Rd, Mangere Bridge, Auckland",https://www.jfcltd.co.nz/,Civil,"general,subprof",New Zealand,Auckland
Advanced Plastics and Design Limtied,"49 McLaughlins Road
Wiri
2104",http://www.apd.co.nz,Mechatronics,"general,subprof",New Zealand,Auckland
Amcor Packaging,21 Andrew Baxter Drive,https://www.amcor.com/,Software,general,New Zealand,Auckland
Stellar Projects Ltd,"Level 2, 1 Byron Avenue, Takapuna, Auckland 0622",https://www.stellarprojects.co.nz/,"General,Civil",subprof,New Zealand,Auckland
New Zealand artifical limb services NZALS,7 horopito street,https://www.nzals.co.nz/,Mechanical,general,New Zealand,Auckland
Hax,"8th Floor Huaqiang Electronic World Building 2, Futian District, Shenzhen 518031",https://hax.co,Mechatronics,"general,subprof",China,Shenzhen
CEVA Logistics,"2/118 Savill Drive, 
Mangere East, 
2024, 
Auckland, 
New Zealand",https://www.cevalogistics.com,Engineering Science,general,New Zealand,Auckland
"Connect, Digital Services UoA",58 Symonds St. Auckland CBD,,Software,"general,subprof",New Zealand,Auckland City
Fergus Software Ltd.,"65 New North Rd, Eden Terrace, Auckland 1021",https://fergus.com/en-nz/,Computer System,subprof,New Zealand,Auckland
Hazard Management 2018 Limited,"Level 1, 132 Symonds Street, Eden Terrace, Auckland 1010",,Chemical & Materials,general,New Zealand,Auckland
Chengjie Chen (Sole Trader),"23 Waterloo Road, Milford, Auckland, New Zealand",,General,general,New Zealand,Auckland
Limpidity Limited,"Kahukura Building Ara Institute of Canterbury Corner of Moorhouse Ave and, Barbadoes St, Christchurch Central, Christchurch 8011",,Engineering Science,general,New Zealand,Christchurch
Trail,"1 Ara Tai Road, Half Moon Bay",https://gettrail.com/,Mechanical,"general,subprof",New Zealand,Auckland
Insite Facades,"11 Olive Road, Penrose",,Civil,"general,subprof",New Zealand,Auckland
Halo Business Intelligence,"Level 8, 90 Symonds Street,
Auckland,
New Zealand",https://halobi.com/,Engineering Science,"general,subprof",New Zealand,Auckland
Encrypt-S,"8 Islington St, Ponsonby",https://encrypt-s.com/,Software,"general,subprof",New Zealand,Auckland
Titanium Solutions Ltd,"4 Tarndale Grove, Rosedale, Auckland",https://www.titanium.solutions/,Software,"general,subprof",New Zealand,Auckland
Optiver APAC Ltd.,39 Hunter St,https://www.optiver.com/ap/en/,Software,"general,subprof",Australia,Sydney
Terra Consultancy,"Level 3, 160 Grafton Road, Grafton, Auckland",,Civil,"general,subprof",New Zealand,Auckland
Total Timba Joinery,"227 Archers Road, Glenfield
North Shore
Auckland",http://www.totaltimba.co.nz/contact-us/,Mechanical,subprof,New Zealand,Auckland
Hirepool,"820 Great South Road, 
Penrose Auckland 1061
PO Box 12048 
Penrose 1642",https://www.hirepool.co.nz/,"Mechanical,Mechatronics","general,subprof",New Zealand,Auckland
M SQUARE HOMES LTD,"27 Golden Morning Dr, Albany",,Civil,general,New Zealand,Auckland
Taranaki Medlab,"79 Vivian Street, 
New Plymouth 4310",http://www.taranakimedlab.co.nz/,Civil,general,New Zealand,New Plymouth
Jet Waste and Water,"Unit A, 9 Lovell Court Albany, North shore",http://www.jetwaste.co.nz/,Civil,general,New Zealand,Auckland
Bumi Electrical Works,"No 66, Jalan Putra 2/23, Taman Bandar Putra, 
85000 Segamat, Johor",,Electrical & Electronic,"general,subprof",Malaysia,Segamat
Wickliffe NZ Ltd,"6 Donnor Place
Mt Wellington
Auckland 1142
New Zealand",http://www.wickliffe.co.nz/,Mechatronics,general,New Zealand,Auckland
Smartspace Workplace Solutions,81 New North Road,https://www.smartspace.co.nz/,Mechanical,"general,subprof",New Zealand,Auckland
Fitzroy Engineering Wellington,"3 Tunnel Grove, Gracefield, Lower Hutt",,Chemical & Materials,"general,subprof",New Zealand,Wellington
JB Hi Fi,"Sylvia Park shopping centre,
286 Mount Wellington Highway, Mount Wellington",https://www.jbhifi.co.nz/,Computer System,general,New Zealand,Auckland
Acoustics Research Centre - The University of Auckland,"20 Symonds St, Auckland, 1010",,Mechatronics,subprof,New Zealand,Auckland
Elevator Installations,"119 Clyde St
Island Bay
Wellington 
6023",http://www.elevators.co.nz/,Mechatronics,"general,subprof",New Zealand,Wellington
Independent Building Supplies,7 Fraser Road,http://www.ibs.co.nz,Electrical & Electronic,general,New Zealand,Auckland
Excell Construction Limited,"2 O\'rorke Rd, Penrose, Auckland",,Civil,general,New Zealand,Auckland
Trig Consultants,"299 Hobsonville Road, Hobsonville",,Civil,general,New Zealand,Auckland
Chris W Howell & Associates Ltd,2/18 Croftfield Lane Wairau Park North Shore,https://cwhowell.co.nz/,Civil,"general,subprof",New Zealand,Auckland
The Time Liner Information & Technology Co. Limited,109/57 Mahuhu Crescent,,Mechatronics,subprof,New Zealand,Auckland
